#,Lender Name,Done,Website,Contact Name,Linkedin Profile,Contact E-Mail,Contact Phone,Lender Type,CRE - Construction,CRE-Residential,CRE - Land,CRE - Office,CRE - Industrial,CRE - Hotel,CRE - Retail,CRE - Other,Real Estate,Aircraft,Art,Insurance Premium,Yacht,Sports,Fund - LP,Fund - NAV,Fund - GP,Fund - Mgmt Company,Fund - SCF,Other Financing (specify),Senior,Subbordinated,Recourse,Non-recourse,Based In,Geographic Coverage,"Lender Location (City, State, Country)",Note
128,Umbra Partners,,https://www.umbrapartners.com,Carmen Nelson,https://www.linkedin.com/company/umbrapartners,carmen.nelson@umbrapartners.com,+1 (323) 945-6559,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asset-Based Lending (ABL), Factoring, Purchase Order Financing, Working Capital Loans",0,0,0,0,US,Domestic,"Phoenix, AZ, USA",Financing for VC companies that need liquidity. 17% rate. Willing to finance LP positions. Ticket size $2 to $10 million
129,Quasar Life Insurance,,https://www.quasarlifeinsurance.com,Edward Baker,https://www.linkedin.com/company/quasarlifeinsurance,edward.baker@quasarlifeinsurance.com,+1 (949) 311-5073,Insurance Company,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NY,Domestic,"New York, NY, USA","real estate lender for CRE, minimum loan size $20M, non-recourse guarantor has to be in US and will require 100% of Loan Amount of NW and 10% of Loan as liquidity, rate: 200 to 300 over SoFR, can do fixed and floating, floating typically 3+1+1 term, can do value add and owner occupied. If loan is big above 100 million they can get more creative and more flexibility."
130,Sentry Capital Advisors,,https://www.sentrycapitaladvisors.com,Adriana Hall,https://www.linkedin.com/company/sentrycapitaladvisors,adriana.hall@sentrycapitaladvisors.com,+1 (858) 396-4116,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Salem, MA",,,loan area: US. loan value range: $50K - $5MM. estimated book size: $1B. comment: Large player in small aircraft lending; also does white label lending
131,Titan Investment Group,,https://www.titaninvestmentgroup.com,Peter Rivera,https://www.linkedin.com/company/titaninvestmentgroup,peter.rivera@titaninvestmentgroup.com,+1 (619) 749-8350,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Columbus, OH",,,loan area: US. loan value range: $50K - $1MM. estimated book size: $500MM. comment: National lender and a leader insmall aircraft finance
132,Ashford Credit Union,,https://www.ashfordcreditunion.com,Daniela Campbell,https://www.linkedin.com/company/ashfordcreditunion,daniela.campbell@ashfordcreditunion.com,+1 (503) 343-7912,Regional Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mezzanine,1,1,1,0,"Mexico City, Mexico",Domestic,Mexico City,"Growth equity, 5–8 year horizon, flexible structures"
133,Veritas Advisors,,https://www.veritasadvisors.com,Henry Mitchell,https://www.linkedin.com/company/veritasadvisors,henry.mitchell@veritasadvisors.com,+1 (206) 387-5563,Private Credit Fund,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Atlanta, GA",International,"Atlanta, GA, USA",loan area: Worldwide. loan value range: $5M - $50MM. estimated book size: $100MM. comment: Founded by former headed of AF at Guggenheim
134,Warden Asset Management,,https://www.wardenassetmanagement.com,Fernanda Carter,https://www.linkedin.com/company/wardenassetmanagement,fernanda.carter@wardenassetmanagement.com,+1 (404) 673-5092,Private Credit Fund,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,California,Domestic,"New York, NY","Loan value Range: Not active - defaults, Estimated Loan Book Size: $50,000,000.00, Diligence (low 1-5 high)*: 3"
135,Monarch Global Bank,,https://www.monarchglobalbank.com,Samuel Roberts,https://www.linkedin.com/company/monarchglobalbank,samuel.roberts@monarchglobalbank.com,+1 (678) 277-8260,Global Bank,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paris, France",Global,,loan area: Global. loan value range: $5MM - $100MM. estimated book size: $1B. comment: Private bank deals only
136,Axiom Investments,,https://www.axiominvestments.com,Claudia Gomez,https://www.linkedin.com/company/axiominvestments,claudia.gomez@axiominvestments.com,+1 (770) 763-2604,Private Credit Fund,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,US,Domestic,,South River has built a business: they create pools of 5 loans.
137,Whitefield Bank,,https://www.whitefieldbank.com,Alexander Phillips,https://www.linkedin.com/company/whitefieldbank,alexander.phillips@whitefieldbank.com,+1 (704) 251-9856,Regional Bank,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NY,Domestic,"New York, NY, USA",Strong in construction and small CRE in NY metro
138,Umbra Capital,,https://www.umbracapital.com,Lorena Evans,https://www.linkedin.com/company/umbracapital,lorena.evans@umbracapital.com,+1 (919) 215-2528,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,London,,,"Loan value Range: $100k-$5M, Estimated Loan Book Size: $30,000,000.00, Diligence (low 1-5 high)*: 4"
139,Resolute Wealth Partners,,https://www.resolutewealthpartners.com,Philip Turner,https://www.linkedin.com/company/resolutewealthpartners,philip.turner@resolutewealthpartners.com,+1 (202) 971-4872,Global Asset Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Equity (VC/PE), Mezzanine",0,0,0,0,"Mexico City, Mexico",Global,Mexico City,Real estate investment management; terms depend on fund structure
140,Veritas Partners,,https://www.veritaspartners.com,Mariana Diaz,https://www.linkedin.com/company/veritaspartners,mariana.diaz@veritaspartners.com,+1 (301) 370-7658,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chicago, IL, USA",,,
141,Brookhaven Bancorp,,https://www.brookhavenbancorp.com,Antonio Parker,https://www.linkedin.com/company/brookhavenbancorp,antonio.parker@brookhavenbancorp.com,+1 (571) 697-8886,Regional Bank,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Florida,Domestic,"Miami, FL, USA","For real estate deals. Pricing is around 6.75%, for non recourse they like DSCR above 1.55x, else recourse loans. They like having deposits on top of the operating accounts to have the deal approved."
142,Warden Advisors,,https://www.wardenadvisors.com,Silvia Cruz,https://www.linkedin.com/company/wardenadvisors,silvia.cruz@wardenadvisors.com,+1 (469) 418-7570,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Whichita, KS",,,"loan area: Global. loan value range: $1MM - $30MM. estimated book size: $1B. comment: Captive lender for Cessna, Beechcraft and Bell"
143,Axiom Asset Management,,https://www.axiomassetmanagement.com,Francisco Edwards,https://www.linkedin.com/company/axiomassetmanagement,francisco.edwards@axiomassetmanagement.com,+1 (972) 260-3697,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,,,"Loan value Range: $100k-1M, Estimated Loan Book Size: $50,000,000.00, Diligence (low 1-5 high)*: 5"
144,Fairmont Financial,,https://www.fairmontfinancial.com,Rosa Collins,https://www.linkedin.com/company/fairmontfinancial,rosa.collins@fairmontfinancial.com,+1 (281) 588-1035,Regional Bank,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Miami, FL, USA",Domestic,"Miami, FL, USA",
145,Beacon Investments,,https://www.beaconinvestments.com,Miguel Reyes,https://www.linkedin.com/company/beaconinvestments,miguel.reyes@beaconinvestments.com,+1 (212) 599-5345,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Worldwide,,,"Loan value Range: Not active - defaults, Estimated Loan Book Size: $20,000,000.00, Diligence (low 1-5 high)*: 3"
146,Thornton Trust,,https://www.thorntontrust.com,Sandra Stewart,https://www.linkedin.com/company/thorntontrust,sandra.stewart@thorntontrust.com,+1 (310) 665-5673,Regional Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zeist, Netherlands",,,"Impact loans, fixed/low rates, ethical finance"
147,Beacon Capital Group,,https://www.beaconcapitalgroup.com,Rafael Morris,https://www.linkedin.com/company/beaconcapitalgroup,rafael.morris@beaconcapitalgroup.com,+1 (305) 633-8973,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amsterdam, Netherlands",,,"Impact finance, flexible terms, emerging markets"
148,Catalyst Credit Partners,,https://www.catalystcreditpartners.com,Gloria Morales,https://www.linkedin.com/company/catalystcreditpartners,gloria.morales@catalystcreditpartners.com,+1 (312) 358-4111,Private Credit Fund,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Ángeles, NY, Las Vegas.",Domestic,Los Ángeles,
149,Nomad Global Bank,,https://www.nomadglobalbank.com,Luis Murphy,https://www.linkedin.com/company/nomadglobalbank,luis.murphy@nomadglobalbank.com,+1 (415) 503-4566,Global Bank,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zurich, Switzerland",,,"loan area: Global. loan value range: $5MM - $100MM. estimated book size: $5B. comment: Does more than private bank deals, as group is in leasing company"
150,Glendale Savings Bank,,https://www.glendalesavingsbank.com,Raquel Cook,https://www.linkedin.com/company/glendalesavingsbank,raquel.cook@glendalesavingsbank.com,+1 (617) 259-9883,Regional Bank,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"Worcestor, MA",Domestic,"Sutton, MA",loan area: US. loan value range: $50K - $5MM. estimated book size: $300MM. comment: Small regional bank in Eastern/Central MA
151,Millstone Credit Union,,https://www.millstonecreditunion.com,Arturo Rogers,https://www.linkedin.com/company/millstonecreditunion,arturo.rogers@millstonecreditunion.com,+1 (713) 262-6138,Regional Bank,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NY,Domestic,"New York, NY, USA",CRE active in CT/NY
152,Clarkson Bank,,https://www.clarksonbank.com,Pilar Gutierrez,https://www.linkedin.com/company/clarksonbank,pilar.gutierrez@clarksonbank.com,+1 (214) 258-1821,Regional Bank,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"North Carolina, USA",Domestic,"San Francisco, CA ",loan area: US. loan value range: $50K - $5MM. estimated book size: $400MM. comment: Small regional bank in Eastern NC
153,Sentry Investment Management,,https://www.sentryinvestmentmanagement.com,Enrique Ortiz,https://www.linkedin.com/company/sentryinvestmentmanagement,enrique.ortiz@sentryinvestmentmanagement.com,+1 (602) 798-8811,Global Asset Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Private Debt / Mezzanine,0,1,0,0,"Mexico City, Mexico",Domestic,Mexico City,"M&A and growth finance, variable terms"
154,Edgewater Bancorp,,https://www.edgewaterbancorp.com,Alicia Morgan,https://www.linkedin.com/company/edgewaterbancorp,alicia.morgan@edgewaterbancorp.com,+1 (480) 714-9701,Regional Bank,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,C&I lending (equipment/working capital via Commercial & Industrial),0,0,0,0,NY,Domestic,"New York, NY, USA","Loan value range: $3MM–$25MM | Estimated book size: ~$2B | Rate types: Fixed & Variable | Comment: Private bank deals only, HNW clients focused."
155,Raptor Underwriters,,https://www.raptorunderwriters.com,Fernando Cooper,https://www.linkedin.com/company/raptorunderwriters,fernando.cooper@raptorunderwriters.com,+1 (520) 361-1931,Insurance Company,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NY,Global,"New York, NY, USA",Class A assets
156,Titan Capital Markets,,https://www.titancapitalmarkets.com,Beatriz Peterson,https://www.linkedin.com/company/titancapitalmarkets,beatriz.peterson@titancapitalmarkets.com,+1 (512) 720-2312,Global Asset Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corporate Private Credit (direct lending), senior secured, colateral and covenants.",1,0,1,0,US,Global,"New York, NY, USA",They do primarily LBOs in any industry
157,Windham Financial,,https://www.windhamfinancial.com,Gerardo Bailey,https://www.linkedin.com/company/windhamfinancial,gerardo.bailey@windhamfinancial.com,+1 (646) 390-2122,Regional Bank,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Acquisition & Development (A&D), CRE term loans/lines.",1,0,1,0,"Miami, FL, USA",Domestic,"Miami, FL, USA",Florida Based
158,Ashford Mortgage Banking,,https://www.ashfordmortgagebanking.com,Veronica Reed,https://www.linkedin.com/company/ashfordmortgagebanking,veronica.reed@ashfordmortgagebanking.com,+1 (917) 809-2113,Mortgage Banking,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Investment property loans (retail mortgage programs),1,0,1,0,"Miami, FL, USA",Domestic,"Miami, FL, USA","Experienced with financing for acquisition, recapitalization and development of commercial properties"
159,Dynamo Lending,,https://www.dynamolending.com,Hugo Kelly,https://www.linkedin.com/company/dynamolending,hugo.kelly@dynamolending.com,+1 (347) 891-4853,Private Credit Fund,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Bridge loans for CRE,1,0,0,0,Miami,Domestic,"Aventura, FL, USA",Interest Rate: As low as Prime + 250 bps | Loan Term: 6 - 24 months + Extensions | Amortization: Interest Only | Security: First Mortgage Lien or Deed of Trust | Loan-to-Value/Loan-to-Cost: Up to 70% of Current Value | Origination/Exit Fee: 1 - 4% | Minimum Yield: 6 - 12 months
160,Orion Global Bank,,https://www.orionglobalbank.com,Leticia Howard,https://www.linkedin.com/company/orionglobalbank,leticia.howard@orionglobalbank.com,+1 (786) 613-2964,Global Bank,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Minneapolis, MN",,,loan area:NAM. loan value range:$2MM - $ 75MM. estimated book size: $5B. 
161,Rosewood Trust,,https://www.rosewoodtrust.com,James Ramos,https://www.linkedin.com/company/rosewoodtrust,james.ramos@rosewoodtrust.com,+1 (954) 783-5033,Regional Bank,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,US,Domestic,"Miami, FL, USA","1.25x DSCR on commercial, specialty assets 1.35x and 55% LTV "
162,Stratton Savings Bank,,https://www.strattonsavingsbank.com,Maria Kim,https://www.linkedin.com/company/strattonsavingsbank,maria.kim@strattonsavingsbank.com,+1 (561) 792-1651,Regional Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,,,
163,Epoch Finance,,https://www.epochfinance.com,Carlos Cox,https://www.linkedin.com/company/epochfinance,carlos.cox@epochfinance.com,+1 (818) 834-2343,Private Credit Fund,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,"NY, San Francisco",Domestic,"New York, NY, USA",
164,Fulcrum Capital Management,,https://www.fulcrumcapitalmanagement.com,Jennifer Ward,https://www.linkedin.com/company/fulcrumcapitalmanagement,jennifer.ward@fulcrumcapitalmanagement.com,+1 (323) 629-9565,Private Credit Fund,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,Private Credit / Mezzanine / Distressed Debt / Special Situations,1,1,0,0,"Mexico City, Mexico",Domestic,Mexico City,"Opportunistic PE, 5–7 year cycles, co-investment"
165,Genesis Credit,,https://www.genesiscredit.com,Roberto Richardson,https://www.linkedin.com/company/genesiscredit,roberto.richardson@genesiscredit.com,+1 (949) 523-5272,Private Credit Fund,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,CRE loans / Bridge financing,0,0,0,0,New York,Domestic,New York,
166,Umbra Securities,,https://www.umbrasecurities.com,Sarah Watson,https://www.linkedin.com/company/umbrasecurities,sarah.watson@umbrasecurities.com,+1 (858) 409-6147,Global Asset Manager,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Bridge loans, Construction loans, Freddie Mac SBL, Affordable multifamily, Note-on-Note",1,0,0,0,US,Domestic,"New York, NY, USA",
167,Harbinger Funding,,https://www.harbingerfunding.com,Michael Brooks,https://www.linkedin.com/company/harbingerfunding,michael.brooks@harbingerfunding.com,+1 (619) 444-5351,Private Credit Fund,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,Utah,Domestic,"Lehi, Utah, United States",Private Equity                                                                                                Size: $1-$100M.                                                                                                                                                                                                                                  Terms: control equity positions                                                                                  
168,Veritas Global Markets,,https://www.veritasglobalmarkets.com,Ana Chavez,https://www.linkedin.com/company/veritasglobalmarkets,ana.chavez@veritasglobalmarkets.com,+1 (503) 605-3144,Global Asset Manager,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Miami,Global,"Miami, FL, USA",
169,Imperium Capital Advisors,,https://www.imperiumcapitaladvisors.com,David Wood,https://www.linkedin.com/company/imperiumcapitaladvisors,david.wood@imperiumcapitaladvisors.com,+1 (206) 887-5915,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mexico City, Mexico",Domestic,Mexico City,Real estate development and investment; terms vary
170,Brentwood Credit Union,,https://www.brentwoodcreditunion.com,Laura Bennett,https://www.linkedin.com/company/brentwoodcreditunion,laura.bennett@brentwoodcreditunion.com,+1 (404) 668-6180,Regional Bank,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Commercial Real Estate Loans, Construction Loans, Bridge Loans",1,0,0,0,Florida,Domestic,"Stuart, FL, USA",
171,Clearwater Bank,,https://www.clearwaterbank.com,Daniel Gray,https://www.linkedin.com/company/clearwaterbank,daniel.gray@clearwaterbank.com,+1 (678) 969-2188,Regional Bank,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Commercial & Industrial loans / Lines of Credit,1,0,0,0,NY,Domestic,"New York, NY, USA",CRE mainly in NJ
172,Javelin Investment Group,,https://www.javelininvestmentgroup.com,Patricia Mendoza,https://www.linkedin.com/company/javelininvestmentgroup,patricia.mendoza@javelininvestmentgroup.com,+1 (770) 209-8508,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flexible long-term capital to SMEs in Global EM,1,1,1,0,"New York, NY, USA",International,"New York, NY, USA","Private debt, fixed income style, ~10% return"
173,Hawthorne Bancorp,,https://www.hawthornebancorp.com,Richard Ruiz,https://www.linkedin.com/company/hawthornebancorp,richard.ruiz@hawthornebancorp.com,+1 (704) 836-2638,Regional Bank,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"SBA lending (Preferred Lender), Equipment Financing",1,0,0,0,Texas,Domestic,"Frisco, Texas",
174,Kensington Financial,,https://www.kensingtonfinancial.com,Monica Hughes,https://www.linkedin.com/company/kensingtonfinancial,monica.hughes@kensingtonfinancial.com,+1 (919) 275-9808,Regional Bank,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Miami, FL, USA",Domestic,"Miami, FL, USA",
175,Keystone Capital,,https://www.keystonecapital.com,Thomas Price,https://www.linkedin.com/company/keystonecapital,thomas.price@keystonecapital.com,+1 (202) 418-9288,Private Credit Fund,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Bridge loans, Construction loans, Acquisition loans, Mezzanine.",1,0,0,0,NY,Domestic,"New York, NY, USA","Services: Provides construction loans tailored for ground-up developments and renovations, with quick closings and flexible terms.                                                                  Specialization: Focuses on projects in New York City, offering expertise as both lenders and developers.                                                                                                                    Website: https://www.uscnyc.com/construction-loans"
176,Mayfair Trust,,https://www.mayfairtrust.com,Elena Alvarez,https://www.linkedin.com/company/mayfairtrust,elena.alvarez@mayfairtrust.com,+1 (301) 471-3170,Regional Bank,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"NJ, NY",Domestic,NJ,"They finance CRE in New York and surrounding areas, not office .
"
177,Preston Savings Bank,,https://www.prestonsavingsbank.com,William Castillo,https://www.linkedin.com/company/prestonsavingsbank,william.castillo@prestonsavingsbank.com,+1 (571) 557-2127,Regional Bank,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Equipment Finance, Securities-Based Lending",1,0,0,0,NY,Domestic,"New York, NY, USA",Provides CRE financing in NY
178,Wyndham Credit Union,,https://www.wyndhamcreditunion.com,Sophia Sanders,https://www.linkedin.com/company/wyndhamcreditunion,sophia.sanders@wyndhamcreditunion.com,+1 (469) 450-7054,Regional Bank,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Commercial banking + Equipment Financing,1,0,0,0,US,Domestic,"Lake Oswego, OR, USA",
179,Latitude Partners,,https://www.latitudepartners.com,Christopher Patel,https://www.linkedin.com/company/latitudepartners,christopher.patel@latitudepartners.com,+1 (972) 491-3584,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"Minneapolis, MN",Global,"Minneapolis, MN",
180,Belmont Bank,,https://www.belmontbank.com,Isabella Myers,https://www.linkedin.com/company/belmontbank,isabella.myers@belmontbank.com,+1 (281) 648-9900,Regional Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY,,"New York, NY, USA","Capital Call LOC- Reviewing CCL – strong LP base, enough uncalled capital. Targeting 85% advance rate, subject to eligibility. VC rules apply – 15% cap, 120-day term.
Management Co LOC: Considering LOC for upcoming mgmt fee needs + office capex. Up to 50% advance on 12mo fees.
GP Loan: GP financing to support partner commitments.Up to 75% of contribution, Prime-based.
NAV LOC: Exploring NAV LOC for Fund II – meets asset diversification reqs. Up to 65% NAV, 36-month term."
181,Monarch Advisors,,https://www.monarchadvisors.com,Andrew Smith,https://www.linkedin.com/company/monarchadvisors,andrew.smith@monarchadvisors.com,+1 (212) 920-5956,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mezzanine / Private Debt — tickets típicos MXN $70–300MM; empresas con ventas ≥ MXN $70MM y utilidades positivas.,0,1,0,0,"Mexico City, Mexico",Domestic,"San Pedro Garza García, N.L.","Local M&A/advisory terms, flexible rates"
182,Nomad Asset Management,,https://www.nomadassetmanagement.com,Natalia Johnson,https://www.linkedin.com/company/nomadassetmanagement,natalia.johnson@nomadassetmanagement.com,+1 (310) 826-9666,Private Credit Fund,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Bridge Loans, Fix & Flip, Rental Property Loans",1,0,0,0,NY,Domestic,"New York, NY, USA","Minimum Loan Amount: $200,000
LTV: 65%
Term: 12 Months - IO
Borrower FICO Score: Not Required
Appraisals: AS-IS Value
Prepayment Penalty: None
Bank Statements / Tax Returns: Not Required
Closing Time: 7-14 Business Days"
183,Orion Investments,,https://www.orioninvestments.com,Matthew Martinez,https://www.linkedin.com/company/orioninvestments,matthew.martinez@orioninvestments.com,+1 (305) 208-5905,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"Chicago, IL, USA",Global,"Chicago, IL, USA","Private credit, ~10–12% interest, short-mid term"
184,Prism Capital Group,,https://www.prismcapitalgroup.com,Valentina Garcia,https://www.linkedin.com/company/prismcapitalgroup,valentina.garcia@prismcapitalgroup.com,+1 (312) 879-2697,Private Credit Fund,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"New York, NY, USA",Domestic,"New York, NY, USA",Institutional investments; terms vary based on investment strategy
185,Camden Bancorp,,https://www.camdenbancorp.com,Joshua Rodriguez,https://www.linkedin.com/company/camdenbancorp,joshua.rodriguez@camdenbancorp.com,+1 (415) 337-5333,Regional Bank,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,US,Global,"New York, NY, USA","Players/sports financing, mainly baseball and basketball."
186,Dalton Financial,,https://www.daltonfinancial.com,Camila Lopez,https://www.linkedin.com/company/daltonfinancial,camila.lopez@daltonfinancial.com,+1 (617) 318-2753,Regional Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY,Domestic,"New York, NY, USA",Strong CRE portfolio in the Northeast
187,Eastwood Trust,,https://www.eastwoodtrust.com,Robert Hernandez,https://www.linkedin.com/company/eastwoodtrust,robert.hernandez@eastwoodtrust.com,+1 (713) 960-3546,Regional Bank,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,"CA, AZ",Domestic,"Phoenix, AZ, USA",
188,Quasar Credit Partners,,https://www.quasarcreditpartners.com,Gabriela Gonzalez,https://www.linkedin.com/company/quasarcreditpartners,gabriela.gonzalez@quasarcreditpartners.com,+1 (214) 478-5616,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Los Angeles, CA, USA",Domestic,"Los Angeles, CA, USA",Private credit investments; flexible terms
189,Raptor Lending,,https://www.raptorlending.com,John Wilson,https://www.linkedin.com/company/raptorlending,john.wilson@raptorlending.com,+1 (602) 819-4450,Private Credit Fund,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,New York,Domestic,"New York, NY, USA","Loan value Range: $1-50M, Estimated Loan Book Size: $300,000,000.00, Diligence: 5"
190,Sigma Finance,,https://www.sigmafinance.com,Alejandra Anderson,https://www.linkedin.com/company/sigmafinance,alejandra.anderson@sigmafinance.com,+1 (480) 934-6617,Private Credit Fund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,New York,Domestic,"New York, NY, USA",
191,Tempest Capital Management,,https://www.tempestcapitalmanagement.com,Steven Taylor,https://www.linkedin.com/company/tempestcapitalmanagement,steven.taylor@tempestcapitalmanagement.com,+1 (520) 408-5325,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"US, Canadá and Western Europe",Global,"Stamford, Connecticut","NAV: 10 to 20% LTV. Ticket: $10 to $100M, SOFR+600+"
192,Warden Investment Solutions,,https://www.wardeninvestmentsolutions.com,Victoria Thompson,https://www.linkedin.com/company/wardeninvestmentsolutions,victoria.thompson@wardeninvestmentsolutions.com,+1 (512) 717-9004,Global Asset Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NAV & Preferred Equity Financing,0,0,0,0,New York,Global,New York,
193,Axiom Global Advisors,,https://www.axiomglobaladvisors.com,Mark Brown,https://www.linkedin.com/company/axiomglobaladvisors,mark.brown@axiomglobaladvisors.com,+1 (646) 457-1832,Global Asset Manager,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,"US, Europe",Global,New York,
194,Unity Credit,,https://www.unitycredit.com,Andrea Davis,https://www.linkedin.com/company/unitycredit,andrea.davis@unitycredit.com,+1 (917) 294-7939,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Spain,Domestic,Madrid,GP Financing to middle market Sponsor.
195,Vertex Funding,,https://www.vertexfunding.com,Brian Miller,https://www.linkedin.com/company/vertexfunding,brian.miller@vertexfunding.com,+1 (347) 483-1722,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Defense & Government Services (not construction),1,1,0,0,Virginia,Domestic,"Washington, D.C",
